Title	URL	Abstract views	PDF views	Original submission	Current submission
A novel recombinant DNA system for high efficiency affinity purification of proteins in Saccharomyces cerevisiae	http://biorxiv.org/content/early/2015/08/21/025205	266	50	2015_08_21	2015_08_21
Pollen contaminated with field-relevant levels of cyhalothrin affects honey bee survival, nutritional physiology, and pollen consumption behavior	http://biorxiv.org/content/early/2015/08/21/025189	194	21	2015_08_21	2015_08_21
SFS_CODE: More Efficient and Flexible Forward Simulations	http://biorxiv.org/content/early/2015/08/20/025064	360	26	2015_08_20	2015_08_20
Statistical Inference of a Convergent Antibody Repertoire Response to Influenza Vaccine	http://biorxiv.org/content/early/2015/08/20/025098	503	49	2015_08_20	2015_08_20
Shift and adapt: the costs and benefits of karyotype variations	http://biorxiv.org/content/early/2015/08/20/025171	270	43	2015_08_20	2015_08_20
Timing and scope of genomic expansion within Annelida: evidence from homeoboxes in the genome of the earthworm Eisenia fetida	http://biorxiv.org/content/early/2015/08/20/025130	228	34	2015_08_20	2015_08_20
Genomic and gene-expression comparisons among phage-resistant type-IV pilus mutants of Pseudomonas syringae pathovar phaseolicola	http://biorxiv.org/content/early/2015/08/20/025106	240	16	2015_08_20	2015_08_20
The structure of probabilistic networks	http://biorxiv.org/content/early/2015/08/20/016485	315	88	2015_03_14	2015_08_20
Super-resolution imaging reveals structurally distinct periodic patterns of chromatin along pachytene chromosomes	http://biorxiv.org/content/early/2015/08/20/023432	404	125	2015_08_20	2015_08_20
A simple approach for maximizing the overlap of phylogenetic and comparative data	http://biorxiv.org/content/early/2015/08/20/024992	475	57	2015_08_20	2015_08_20
Using Ancient Samples in Projection Analysis	http://biorxiv.org/content/early/2015/08/20/025015	474	63	2015_08_20	2015_08_20
Sex-dependent dominance at a single locus maintains variation in age at maturity in Atlantic salmon	http://biorxiv.org/content/early/2015/08/20/024695	2142	404	2015_08_17	2015_08_20
A resurrection experiment finds evidence of both reduced genetic diversity and adaptive evolution in the agricultural weed Ipomoea purpurea	http://biorxiv.org/content/early/2015/08/20/024950	792	138	2015_08_18	2015_08_20
Transcriptomic Characterization of Soybean Roots in Response to Bradyrhizobium Infection by RNA Sequencing	http://biorxiv.org/content/early/2015/08/20/024224	343	31	2015_08_19	2015_08_20
The rediscovery of Strix butleri (Hume, 1878) in Oman and Iran, with molecular resolution of the identity of Strix omanensis Robb, van den Berg and Constantine, 2013	http://biorxiv.org/content/early/2015/08/20/025122	1689	922	2015_08_20	2015_08_20
Efficient Disruption and Replacement of an Effector Gene in the Oomycete Phytophthora sojae using CRISPR/Cas9	http://biorxiv.org/content/early/2015/08/19/025023	1267	354	2015_08_19	2015_08_19
The LUX Score: A Metric for Lipidome Homology	http://biorxiv.org/content/early/2015/08/19/013847	308	31	2015_01_15	2015_08_19
A computational approach to estimating nondisjunction frequency in Saccharomyces cerevisiae	http://biorxiv.org/content/early/2015/08/19/024570	603	51	2015_08_18	2015_08_19
The impact of partitioning on phylogenomic accuracy	http://biorxiv.org/content/early/2015/08/19/023978	1216	125	2015_08_5	2015_08_19
Genome ARTIST: a robust, high-accuracy aligner tool for mapping transposon insertions and self-insertions	http://biorxiv.org/content/early/2015/08/18/024976	408	47	2015_08_18	2015_08_18
WMP: A novel comprehensive wheat miRNA database, including related bioinformatics software	http://biorxiv.org/content/early/2015/08/18/024893	346	42	2015_08_18	2015_08_18
Tools and pipelines for BioNano data: molecule assembly pipeline and FASTA super scaffolding tool	http://biorxiv.org/content/early/2015/08/18/020966	582	126	2015_06_15	2015_08_18
Concerted activities of Mcm4, Sld3 and Dbf4 in control of origin activation and DNA replication fork progression	http://biorxiv.org/content/early/2015/08/18/021832	221	42	2015_07_1	2015_08_18
The human experience with intravenous levodopa	http://biorxiv.org/content/early/2015/08/18/024794	232	19	2015_08_18	2015_08_18
Classifying Aging as a Disease in the context of ICD-11	http://biorxiv.org/content/early/2015/08/18/024877	1196	130	2015_08_18	2015_08_18
CG methylation covaries with differential gene expression between leaf and floral bud tissues of Brachypodium distachyon	http://biorxiv.org/content/early/2015/08/17/024935	378	67	2015_08_17	2015_08_17
Life history effects on the molecular clock of autosomes and sex chromosomes	http://biorxiv.org/content/early/2015/08/17/024281	1106	163	2015_08_10	2015_08_17
TET1 Modulates H4K16 Acetylation by Interacting with hMOF to Regulate Expression of DNA Repair Genes and Oncogenic Transformation	http://biorxiv.org/content/early/2015/08/17/024844	195	91	2015_08_17	2015_08_17
Data science identifies novel drug interactions that prolong the QT interval	http://biorxiv.org/content/early/2015/08/17/024745	718	69	2015_08_16	2015_08_17
Dynamical System Modeling to Simulate Donor T Cell Response to Whole Exome Sequencing-Derived Recipient Peptides Demonstrates Different Alloreactivity Potential In HLA-Matched and Mismatched Donor-Recipient Pairs	http://biorxiv.org/content/early/2015/08/17/024828	246	17	2015_08_17	2015_08_17
Quorum-sensing synchronization of synthetic toggle switches: A design based on monotone dynamical systems theory	http://biorxiv.org/content/early/2015/08/17/024810	327	59	2015_08_17	2015_08_17
Shifts in diversification rates linked to biogeographic movement into new areas, an example of disparate continental distributions and a recent radiation in the Andes	http://biorxiv.org/content/early/2015/08/17/019554	888	57	2015_05_21	2015_08_17
Local population structure and patterns of Western Hemisphere dispersal for Coccidioides spp., the fungal cause of Valley Fever	http://biorxiv.org/content/early/2015/08/17/024778	251	41	2015_08_17	2015_08_17
Cookiecutter: a tool for kmer-based read filtering and extraction	http://biorxiv.org/content/early/2015/08/16/024679	1320	114	2015_08_16	2015_08_16
Optimal Point Process Filtering of the Coalescent Process	http://biorxiv.org/content/early/2015/08/16/024737	437	67	2015_08_16	2015_08_16
Genome divergence and gene flow between Drosophila simulans and D. mauritiana	http://biorxiv.org/content/early/2015/08/14/024711	665	121	2015_08_14	2015_08_14
Evidence of a role for radiation-induced lysosomal damage in non-targeted effects: an experimental and theoretical analysis	http://biorxiv.org/content/early/2015/08/14/024661	369	15	2015_08_14	2015_08_14
Formation of Chromosomal Domains by Loop Extrusion	http://biorxiv.org/content/early/2015/08/14/024620	951	244	2015_08_14	2015_08_14
An integrative model of leukocyte genomics and organ dysfunction in heart failure patients requiring mechanical circulatory support	http://biorxiv.org/content/early/2015/08/14/024646	284	43	2015_08_14	2015_08_14
Synergy of AMPA and NMDA receptor currents in dopaminergic neurons: a modeling study	http://biorxiv.org/content/early/2015/08/14/024653	212	21	2015_08_14	2015_08_14
Can mindfulness meditation alter consciousness? An integrative interpretation	http://biorxiv.org/content/early/2015/08/13/024174	241	106	2015_08_13	2015_08_13
CTFFIND4: Fast and accurate defocus estimation from electron micrographs	http://biorxiv.org/content/early/2015/08/13/020917	191	51	2015_06_16	2015_08_13
Complete absence of thebaine biosynthesis under home-brew fermentation conditions	http://biorxiv.org/content/early/2015/08/13/024299	2577	544	2015_08_13	2015_08_13
Robust Estimates of Overall Immune-Repertoire Diversity from High-Throughput Measurements on Samples	http://biorxiv.org/content/early/2015/08/13/024612	273	55	2015_08_13	2015_08_13
The NADPH oxidase and microbial killing by neutrophils, with a particular emphasis on the proposed antimicrobial role of myeloperoxidase within the phagocytic vacuole	http://biorxiv.org/content/early/2015/08/13/019174	169	72	2015_05_11	2015_08_13
Genomic analysis of allele-specific expression in the mouse liver	http://biorxiv.org/content/early/2015/08/13/024588	330	57	2015_08_13	2015_08_13
Successful asexual lineages of the Irish potato Famine pathogen are triploid	http://biorxiv.org/content/early/2015/08/13/024596	921	128	2015_08_13	2015_08_13
BRAINformat: A Data Standardization Framework for Neuroscience Data	http://biorxiv.org/content/early/2015/08/13/024521	210	35	2015_08_13	2015_08_13
Comment on "Variation in cancer risk among tissues can be explained by the number of stem cell divisions"	http://biorxiv.org/content/early/2015/08/12/024497	551	68	2015_08_12	2015_08_12
Oxygen changes drive non-uniform scaling in Drosophila melanogaster embryogenesis	http://biorxiv.org/content/early/2015/08/11/024208	187	18	2015_08_11	2015_08_11
Genome-wide analysis reveals novel regulators of growth in Drosophila melanogaster	http://biorxiv.org/content/early/2015/08/11/017855	266	156	2015_04_10	2015_08_11
Clinical metagenomic identification of Balamuthia mandrillaris encephalitis and assembly of the draft genome: the critical need for reference strain sequencing	http://biorxiv.org/content/early/2015/08/11/024455	433	71	2015_08_11	2015_08_11
First intron length in mammals is associated with 5′ exon skipping rate	http://biorxiv.org/content/early/2015/08/11/024463	686	70	2015_08_11	2015_08_11
Rail-RNA: Scalable analysis of RNA-seq splicing and coverage	http://biorxiv.org/content/early/2015/08/11/019067	1986	226	2015_05_7	2015_08_11
Fuzzy-FishNet: A highly precise distribution-free network approach for feature selection in clinical proteomics	http://biorxiv.org/content/early/2015/08/11/024430	300	14	2015_08_11	2015_08_11
Gap gene regulatory dynamics evolve along a genotype network	http://biorxiv.org/content/early/2015/08/11/024471	873	132	2015_08_11	2015_08_11
Crowdsourcing: Spatial clustering of low-affinity binding sites amplifies in vivo transcription factor occupancy	http://biorxiv.org/content/early/2015/08/11/024398	218	22	2015_08_11	2015_08_11
Epistasis within the MHC contributes to the genetic architecture of celiac disease	http://biorxiv.org/content/early/2015/08/11/002485	491	124	2014_05_29	2015_08_11
A Molecular Classification of Human Mesenchymal Stromal Cells	http://biorxiv.org/content/early/2015/08/11/024414	319	68	2015_08_11	2015_08_11
A single chromosome assembly of Bacteroides fragilis strain BE1 from Illumina and MinION nanopore sequencing data	http://biorxiv.org/content/early/2015/08/11/024323	2304	449	2015_08_11	2015_08_11
A common framework for identifying linkage rules across different types of interactions	http://biorxiv.org/content/early/2015/08/10/024315	538	86	2015_08_10	2015_08_10
A conserved interaction between a C-terminal motif in Norovirus VPg and the HEAT-1 domain of eIF4G is essential for translation initiation	http://biorxiv.org/content/early/2015/08/10/024349	1330	103	2015_08_10	2015_08_10
Endogenous human stem cell-associated retroviruses	http://biorxiv.org/content/early/2015/08/10/024273	395	28	2015_08_10	2015_08_10
Integrative approaches for large-scale transcriptome-wide association studies	http://biorxiv.org/content/early/2015/08/10/024083	1084	315	2015_08_7	2015_08_10
Manta: Rapid detection of structural variants and indels for clinical sequencing applications	http://biorxiv.org/content/early/2015/08/10/024232	1856	249	2015_08_10	2015_08_10
Facing the heat: thermoregulation and behaviour of lowland species of a cold-dwelling butterfly genus Erebia	http://biorxiv.org/content/early/2015/08/10/024265	208	16	2015_08_10	2015_08_10
A quantitative review of relationships between ecosystem services	http://biorxiv.org/content/early/2015/08/10/017467	246	65	2015_04_4	2015_08_10
Cross-species transmission and differential fate of an endogenous retrovirus in three mammal lineages	http://biorxiv.org/content/early/2015/08/10/024190	556	37	2015_08_10	2015_08_10
Distribution of gene tree histories under the coalescent model with gene flow	http://biorxiv.org/content/early/2015/08/10/023937	409	76	2015_08_10	2015_08_10
Targeted insertion in well-characterized Drosophila cell lines using φC31 integrase	http://biorxiv.org/content/early/2015/08/08/024216	261	52	2015_08_08	2015_08_08
More efficacious drugs lead to harder selective sweeps in the evolution of drug resistance in HIV-1	http://biorxiv.org/content/early/2015/08/07/024109	758	71	2015_08_07	2015_08_07
Fast and efficient QTL mapper for thousands of molecular phenotypes	http://biorxiv.org/content/early/2015/08/07/022301	952	165	2015_08_07	2015_08_07
Mammalian development does not recapitulate suspected key transformations in the evolution of the mammalian middle ear	http://biorxiv.org/content/early/2015/08/07/023820	221	22	2015_08_07	2015_08_07
Isolation-By-Distance-and-Time in a stepping-stone model	http://biorxiv.org/content/early/2015/08/07/024133	484	162	2015_08_07	2015_08_07
Impact of the X chromosome and sex on regulatory variation	http://biorxiv.org/content/early/2015/08/07/024117	1263	219	2015_08_07	2015_08_07
Decreased transcription factor binding levels nearby primate pseudogenes suggests regulatory degeneration	http://biorxiv.org/content/early/2015/08/06/024026	367	61	2015_08_06	2015_08_06
DADA2: High resolution sample inference from amplicon data	http://biorxiv.org/content/early/2015/08/06/024034	1058	218	2015_08_06	2015_08_06
An integrated transcriptomics and proteomics study of Head and Neck Squamous Cell Carcinoma – methodological and analytical considerations.	http://biorxiv.org/content/early/2015/08/06/024059	309	58	2015_08_06	2015_08_06
A value-based behavioural choice underlies phototaxis in Drosophila.	http://biorxiv.org/content/early/2015/08/06/023846	1032	97	2015_08_3	2015_08_06
Disentangling sources of selection on exonic transcriptional enhancers	http://biorxiv.org/content/early/2015/08/05/024000	470	60	2015_08_05	2015_08_05
Light-induced indeterminacy alters shade avoiding tomato leaf morphology	http://biorxiv.org/content/early/2015/08/05/024018	515	66	2015_08_05	2015_08_05
A circuit theory of protein structure	http://biorxiv.org/content/early/2015/08/05/023994	141	44	2015_08_05	2015_08_05
How to develop objective-driven comprehensive science outreach initiatives aiming at multiple audiences	http://biorxiv.org/content/early/2015/08/05/023838	749	178	2015_08_05	2015_08_05
Trait Evolution on Phylogenetic Networks	http://biorxiv.org/content/early/2015/08/05/023986	675	144	2015_08_05	2015_08_05
A matter of attention: Crossmodal congruence enhances and impairs performance in a novel trimodal matching paradigm	http://biorxiv.org/content/early/2015/08/05/015958	121	62	2015_03_3	2015_08_05
SCT promoter methylation is a highly discriminative biomarker for lung and many other cancers	http://biorxiv.org/content/early/2015/08/05/018515	103	21	2015_04_24	2015_08_05
Correcting bias from stochastic insert size in read pair data — applications to structural variation detection and genome assembly	http://biorxiv.org/content/early/2015/08/04/023929	729	120	2015_08_04	2015_08_04
Visualizing spatial population structure with estimated effective migration surfaces	http://biorxiv.org/content/early/2015/08/04/011809	228	79	2014_11_26	2015_08_04
The P25 protein of Potato virus X suppresses accumulation of 24nt siRNAs in the N. benthamiana transgenic line 16c	http://biorxiv.org/content/early/2015/08/04/023895	578	88	2015_08_04	2015_08_04
Infinitely Long Branches and an Informal Test of Common Ancestry	http://biorxiv.org/content/early/2015/08/04/023903	301	38	2015_08_04	2015_08_04
Monoallelic methylation and allele specific expression in a social insect	http://biorxiv.org/content/early/2015/08/04/022657	331	51	2015_07_15	2015_08_04
Werner syndrome helicase modulates G4 DNA-dependent transcription and opposes mechanistically distinct senescence-associated gene expression programs	http://biorxiv.org/content/early/2015/08/04/023739.1	248	18	2015_08_4	2015_08_04
Perturbative formulation of general continuous-time Markov model of sequence evolution via insertions/deletions, Part II: Perturbation analyses	http://biorxiv.org/content/early/2015/08/04/023606	47	2	2015_07_31	2015_08_04
Perturbative formulation of general continuous-time Markov model of sequence evolution via insertions/deletions, Part III: Algorithm for first approximation	http://biorxiv.org/content/early/2015/08/04/023614	50	0	2015_07_31	2015_08_04
Perturbative formulation of general continuous-time Markov model of sequence evolution via insertions/deletions, Part IV: Incorporation of substitutions and other mutations	http://biorxiv.org/content/early/2015/08/04/023622	58	0	2015_07_31	2015_08_04
GLO-Roots: an imaging platform enabling multidimensional characterization of soil-grown roots systems	http://biorxiv.org/content/early/2015/08/03/016931	429	93	2015_03_30	2015_08_03
The effect of nutrient availability on global forest carbon balance is uncertain	http://biorxiv.org/content/early/2015/08/03/012476	201	25	2014_12_28	2015_08_03
On enhancing variation detection through pan-genome indexing	http://biorxiv.org/content/early/2015/08/03/021444	692	85	2015_06_26	2015_08_03
Comparing Variant Call Files for Performance Benchmarking of Next-Generation Sequencing Variant Calling Pipelines	http://biorxiv.org/content/early/2015/08/03/023754	1248	307	2015_08_2	2015_08_03
Population genomic scans reveal novel genes underlie convergent flowering time evolution in the introduced range of Arabidopsis thaliana	http://biorxiv.org/content/early/2015/08/03/023788	263	48	2015_08_03	2015_08_03
Genomic DNA transposition induced by human PGBD5	http://biorxiv.org/content/early/2015/08/03/023887	1626	177	2015_08_03	2015_08_03
Species Tree Estimation from Genome-wide Data with Guenomu	http://biorxiv.org/content/early/2015/08/03/023861	457	56	2015_08_03	2015_08_03
Supervised learning sets benchmark for robust spike rate inference from calcium imaging signals	http://biorxiv.org/content/early/2015/08/03/010777	233	22	2015_02_27	2015_08_03
Avoiding accuracy-limiting pitfalls in the study of protein-ligand interactions with isothermal titration calorimetry	http://biorxiv.org/content/early/2015/08/03/023796	415	46	2015_08_03	2015_08_03
Multilocus sex determination revealed in two populations of gynodioecious wild strawberry, Fragaria vesca subsp. bracteata	http://biorxiv.org/content/early/2015/08/02/023713	285	34	2015_08_02	2015_08_02
Biomimetic and Non-biomimetic Extraction of Motor Control Signals Through Matched Filtering of Neural Population Dynamics	http://biorxiv.org/content/early/2015/08/01/023689	353	161	2015_08_01	2015_08_01
The constant philopater hypothesis: a new life history invariant for dispersal evolution	http://biorxiv.org/content/early/2015/07/31/023655	43	9	2015_07_31	2015_07_31
The contribution of rare variation to prostate cancer heritability	http://biorxiv.org/content/early/2015/07/31/023440.1	305	32	2015_07_31	2015_07_31
OptoDyCE: Automated System for High-Throughput All-Optical Dynamic Cardiac Electrophysiology	http://biorxiv.org/content/early/2015/07/31/023572.1	108	13	2015_07_31	2015_07_31
Comparison of biochemical, histological and morphological response of muscle-based condition indices to varying food levels in pre-flexion Dicentrarchus labrax (L.) larvae	http://biorxiv.org/content/early/2015/07/31/023630	68	1	2015_07_31	2015_07_31
FORGE: multivariate calculation of gene-wide p-values from Genome-Wide Association Studies Authors and Affiliations	http://biorxiv.org/content/early/2015/07/31/023648	58	1	2015_07_31	2015_07_31
Information Processing by Simple Molecular Motifs and Susceptibility to Noise	http://biorxiv.org/content/early/2015/07/31/023697	44	3	2015_07_31	2015_07_31
Fast Bayesian Inference of Copy Number Variants using Hidden Markov Models with Wavelet Compression	http://biorxiv.org/content/early/2015/07/31/023705	56	2	2015_07_31	2015_07_31
Inverting proteomics analysis provides powerful insight into the peptide/protein conundrum	http://biorxiv.org/content/early/2015/07/31/023515	171	2	2015_07_31	2015_07_31
INSULIN GROWTH FACTOR I AND ITS RECEPTOR ARE ANTAGONISTIC MODULATORS OF GLUCOSE HANDLING BY ASTROCYTES	http://biorxiv.org/content/early/2015/07/31/023556	99	4	2015_07_31	2015_07_31
Genomic signatures of experimental adaptation to antimicrobial peptides in Staphylococcus aureus	http://biorxiv.org/content/early/2015/07/30/023549	178	7	2015_07_30	2015_07_30
Elucidating Variants in Systemic JIA from Analysis of Illumina & Ion Torrent Exome Data	http://biorxiv.org/content/early/2015/07/30/023580	153	4	2015_07_30	2015_07_30
Dissecting the roles of local packing density and longer-range effects in protein sequence evolution	http://biorxiv.org/content/early/2015/07/30/023499	301	15	2015_07_30	2015_07_30
Evolution of color phenotypes in two distantly related species of stick insect: different ecological regimes acting on similar genetic architectures	http://biorxiv.org/content/early/2015/07/30/023481	281	12	2015_07_30	2015_07_30
Circlator: automated circularization of genome assemblies using long sequencing reads	http://biorxiv.org/content/early/2015/07/30/023408	747	68	2015_07_28	2015_07_30
Maximum Likelihood Estimation of Biological Relatedness from Low Coverage Sequencing Data	http://biorxiv.org/content/early/2015/07/29/023374	980	88	2015_07_29	2015_07_29
Synthesis of phylogeny and taxonomy into a comprehensive tree of life	http://biorxiv.org/content/early/2015/07/29/012260	2004	491	2014_12_15	2015_07_29
Adaptive Evolution for Increased Biomass and Magnetic Nanoparticle Productivity of Magnetotactic Bacteria	http://biorxiv.org/content/early/2015/07/29/022590	431	112	2015_07_28	2015_07_29
Hybrid-Lambda: simulation of multiple merger and Kingman gene genealogies in species networks and species trees	http://biorxiv.org/content/early/2015/07/29/023465	179	19	2015_07_29	2015_07_29
Crowdsourced geometric morphometrics enable rapid large-scale collection and analysis of phenotypic data	http://biorxiv.org/content/early/2015/07/28/023382	646	292	2015_07_28	2015_07_28
Length Distribution of Ancestral Tracks under a General Admixture Model and Its Applications in Population History Inference	http://biorxiv.org/content/early/2015/07/28/023390	324	70	2015_07_28	2015_07_28
Predictability of adaptive evolution under the successive fixation assumption	http://biorxiv.org/content/early/2015/07/28/001016	509	106	2014_08_21	2015_07_28
Assessment of cladistic data availability for living mammals	http://biorxiv.org/content/early/2015/07/28/022970	786	104	2015_07_23	2015_07_28
A rapid and tunable method to temporally control Cas9 expression enables the identification of essential genes and the interrogation of functional gene interactions in vitro and in vivo.	http://biorxiv.org/content/early/2015/07/28/023366	565	118	2015_07_28	2015_07_28
Phenotypic analysis of Arabidopsis transgenic plants constitutively expressing the P6 protein from Cauliflower mosaic virus or mutant alleles thereof	http://biorxiv.org/content/early/2015/07/28/023283	446	41	2015_07_28	2015_07_28
A spatio-temporal model for spontaneous thrombus formation in cerebral aneurysms	http://biorxiv.org/content/early/2015/07/27/023226	101	13	2015_07_27	2015_07_27
A probabilistic method for identifying sex-linked genes using RNA-seq-derived genotyping data	http://biorxiv.org/content/early/2015/07/27/023358	295	26	2015_07_27	2015_07_27
The power of single molecule real-time sequencing technology in the de novo assembly of a eukaryotic genome	http://biorxiv.org/content/early/2015/07/27/021634	606	94	2015_06_29	2015_07_27
Self-organized patterning and morphogenesis in embryonic epithelia from antagonistic signals and fiber networks. (Topic: Establishment of Spatial and Temporal Patterns)  	http://biorxiv.org/content/early/2015/07/27/023069	105	17	2015_07_27	2015_07_27
Long-term natural selection affects patterns of neutral divergence on the X chromosome more than the autosomes.	http://biorxiv.org/content/early/2015/07/27/023234	494	79	2015_07_27	2015_07_27
Dis-integrating the fly: A mutational perspective on phenotypic integration and covariation	http://biorxiv.org/content/early/2015/07/27/023333	274	25	2015_07_27	2015_07_27
Phylogenetic effective sample size	http://biorxiv.org/content/early/2015/07/27/023242	238	34	2015_07_27	2015_07_27
Effect of Localization on the Stability of Mutualistic Ecological Networks	http://biorxiv.org/content/early/2015/07/27/023275	216	14	2015_07_27	2015_07_27
Dating ancient human samples using the recombination clock	http://biorxiv.org/content/early/2015/07/27/023341	1061	144	2015_07_27	2015_07_27
The genetic basis of cone serotiny in Pinus contorta as a function of mixed-severity and stand-replacement fire regimes	http://biorxiv.org/content/early/2015/07/27/023267	175	14	2015_07_27	2015_07_27
Stable eusociality via maternal manipulation when resistance is costless	http://biorxiv.org/content/early/2015/07/26/019877	162	24	2015_05_27	2015_07_26
3D tree dimensionality assessment using photogrammetry and small unmanned aerial vehicles	http://biorxiv.org/content/early/2015/07/26/023259	447	29	2015_07_26	2015_07_26
Temporal patterns of damage and decay kinetics of DNA retrieved from plant herbarium specimens	http://biorxiv.org/content/early/2015/07/24/023135	610	50	2015_07_24	2015_07_24
Phylogenomic species tree estimation in the presence of incomplete lineage sorting and horizontal gene transfer	http://biorxiv.org/content/early/2015/07/23/023168	346	31	2015_07_23	2015_07_23
Non-paradoxical evolutionary stability of the recombination initiation landscape in Saccharomycetes	http://biorxiv.org/content/early/2015/07/23/023176	591	64	2015_07_23	2015_07_23
Conflict and cooperation in eukaryogenesis: implications for the timing of endosymbiosis and the evolution of sex	http://biorxiv.org/content/early/2015/07/23/023077	437	31	2015_07_23	2015_07_23
Stable recombination hotspots in birds	http://biorxiv.org/content/early/2015/07/23/023101	1132	189	2015_07_23	2015_07_23
Predicting competition results from growth curves	http://biorxiv.org/content/early/2015/07/23/022640	304	50	2015_07_23	2015_07_23
Ancestral gene synteny reconstruction improves extant species scaffolding	http://biorxiv.org/content/early/2015/07/23/023085	292	57	2015_07_23	2015_07_23
The Nicrophorus vespilloides genome and methylome, a beetle with complex social behavior	http://biorxiv.org/content/early/2015/07/23/023093	373	105	2015_07_23	2015_07_23
Adaptation to temporally fluctuating environments by the evolution of maternal effects	http://biorxiv.org/content/early/2015/07/22/023044	325	87	2015_07_22	2015_07_22
ASTRID: Accurate Species TRees from Internode Distances	http://biorxiv.org/content/early/2015/07/22/023036	292	52	2015_07_22	2015_07_22
Coalescence with background and balancing selection in systems with bi- and uniparental reproduction: contrasting partial asexuality and selfing	http://biorxiv.org/content/early/2015/07/22/022996	249	36	2015_07_22	2015_07_22
Estimating K in Genetic Mixture Models	http://biorxiv.org/content/early/2015/07/22/022988	352	56	2015_07_22	2015_07_22
Sulfur Isotope Effects of Dissimilatory Sulfite Reductase	http://biorxiv.org/content/early/2015/07/22/023002	199	22	2015_07_22	2015_07_22
A vision for ubiquitous sequencing	http://biorxiv.org/content/early/2015/07/22/019018	2435	2735	2015_05_7	2015_07_22
Automatic Synthesis of Anthropomorphic Pulmonary CT Phantoms	http://biorxiv.org/content/early/2015/07/22/022871	190	26	2015_07_21	2015_07_22
Cis-regulatory changes associated with a recent mating system shift and floral adaptation in Capsella	http://biorxiv.org/content/early/2015/07/22/017749	607	196	2015_04_9	2015_07_22
Plant reproductive development is characterised by a transcriptomic evolutionary bulge	http://biorxiv.org/content/early/2015/07/21/022939	396	53	2015_07_21	2015_07_21
Haplotype-phased synthetic long reads from short-read sequencing	http://biorxiv.org/content/early/2015/07/21/022897	943	141	2015_07_21	2015_07_21
First-step Mutations during Adaptation to Thermal Stress Shift the Expression of Thousands of Genes Back toward the Pre-stressed State	http://biorxiv.org/content/early/2015/07/21/022905	405	219	2015_07_21	2015_07_21
Remodeling of the interphase chromatin domain structures in embryonic stem cells by targeted placement of human-specific regulatory loci	http://biorxiv.org/content/early/2015/07/21/022913	337	64	2015_07_21	2015_07_21
A comparative study of SVDquartets and other coalescent-based species tree estimation methods	http://biorxiv.org/content/early/2015/07/20/022855	328	63	2015_07_20	2015_07_20
Combinatorial metabolic engineering of Saccharomyces cerevisiae for terminal alkene production	http://biorxiv.org/content/early/2015/07/20/022350	167	32	2015_07_20	2015_07_20
Early modern human dispersal from Africa: genomic evidence for multiple waves of migration	http://biorxiv.org/content/early/2015/07/20/022889	973	333	2015_07_20	2015_07_20
Genetic loci with parent of origin effects cause hybrid seed lethality between Mimulus species	http://biorxiv.org/content/early/2015/07/20/022863	247	27	2015_07_20	2015_07_20
Replaying Evolution to Test the Cause of Extinction of One Ecotype in an Experimentally Evolved Population	http://biorxiv.org/content/early/2015/07/19/022798	1028	613	2015_07_19	2015_07_19
Improving fold activation of small transcription activating RNAs (STARs) with rational RNA engineering strategies.	http://biorxiv.org/content/early/2015/07/19/022772	287	20	2015_07_19	2015_07_19
CUA: a Flexible and Comprehensive Codon Usage Analyzer	http://biorxiv.org/content/early/2015/07/19/022814	506	30	2015_07_19	2015_07_19
MuCor: Mutation Aggregation and Correlation	http://biorxiv.org/content/early/2015/07/19/022780	356	46	2015_07_19	2015_07_19
Local and sex-specific biases in crossover vs. noncrossover outcomes at meiotic recombination hotspots in mouse	http://biorxiv.org/content/early/2015/07/19/022830	447	108	2015_07_19	2015_07_19
Consistent inter-protocol differences in resting-state functional connectomes between normal aging and mild cognitive impairment	http://biorxiv.org/content/early/2015/07/18/019646	191	79	2015_05_22	2015_07_18
Dilp8 requires the neuronal relaxin receptor Lgr3 to couple growth to developmental timing	http://biorxiv.org/content/early/2015/07/18/017053	894	220	2015_03_25	2015_07_18
Ensembler: Enabling high-throughput molecular simulations at the superfamily scale	http://biorxiv.org/content/early/2015/07/18/018036	727	168	2015_06_29	2015_07_18
What’s in your next-generation sequence data? An exploration of unmapped DNA and RNA sequence reads from the bovine reference individual	http://biorxiv.org/content/early/2015/07/17/022731	788	108	2015_07_17	2015_07_17
Iron Age and Anglo-Saxon genomes from East England reveal British migration history	http://biorxiv.org/content/early/2015/07/17/022723	3469	2236	2015_07_17	2015_07_17
Tools and techniques for computational reproducibility	http://biorxiv.org/content/early/2015/07/17/022707	2025	741	2015_07_17	2015_07_17
Improving the Efficiency of Genomic Selection in Chinese Simmental beef cattle	http://biorxiv.org/content/early/2015/07/17/022673	268	38	2015_07_17	2015_07_17
Scalable multi whole-genome alignment using recursive exact matching	http://biorxiv.org/content/early/2015/07/17/022715	397	76	2015_07_17	2015_07_17
Adaptive divergence in the bovine genome	http://biorxiv.org/content/early/2015/07/17/022764	709	144	2015_07_17	2015_07_17
Polymorphisms in oxidative pathway related genes and susceptibility to inflammatory bowel disease	http://biorxiv.org/content/early/2015/07/17/022681	179	14	2015_07_17	2015_07_17
Learning from heterogeneous data sources: an application in spatial proteomics	http://biorxiv.org/content/early/2015/07/16/022152	477	121	2015_07_7	2015_07_16
